266	474
474	474
314	474
355	474
316	474
266	474
355	474
343	474
266	474
266	474
711	474
522	474
266	474
300	180
355	474
355	474
355	474
316	474
631	474
314	474
355	474
355	474
266	474
266	474
266	474
266	474
338	474
649	474
316	474
316	474
316	474
316	474
316	474
266	474
296	474
316	474
266	474
266	474
266	474
632	474
632	474
266	474
266	474
366	474
379	474
313	474
384	474
267	474
338	474
355	474
315	474
315	474
296	474
316	474
708	474
266	474
266	474
266	474
266	474
266	474
317	474
316	474
715	474
315	474
315	474
266	474
366	474
355	474
711	474
266	474
355	474
355	474
632	474
422	474
632	474
304	474
266	474
296	474
266	474
355	474
237	474
266	474
632	474
265	474
265	474
296	474
316	474
266	474
266	474
711	474
317	474
292	474
322	474
316	474
479	474
315	474
315	474
315	474
266	474
266	474
790	474
486	474
266	474
266	474
266	474
315	474
315	474
474	474
474	474
398	474
398	474
379	474
379	474
266	474
266	474
728	474
728	474
379	474
379	474
484	474
484	474
316	474
316	474
346	474
346	474
474	474
474	474
474	474
474	474
375	474
375	474
266	474
266	474
284	474
284	474
284	474
693	474
693	474
693	474
355	474
355	474
275	474
275	474
300	430
300	430
315	474
315	474
316	474
316	474
461	474
461	474
296	474
296	474
652	474
652	474
518	474
518	474
518	474
320	474
320	474
355	474
355	474
266	474
266	474
355	474
355	474
378	474
378	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
256	474
256	474
256	474
256	474
256	474
321	474
321	474
321	474
321	474
321	474
355	474
355	474
355	474
315	474
315	474
315	474
315	474
315	474
480	474
480	474
480	474
208	474
208	474
208	474
208	474
208	474
266	474
266	474
266	474
266	474
266	474
296	474
296	474
296	474
296	474
296	474
402	474
402	474
402	474
402	474
402	474
212	474
212	474
212	474
212	474
212	474
261	474
261	474
261	474
261	474
261	474
316	474
316	474
316	474
316	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
464	474
464	474
464	474
464	474
464	474
655	474
655	474
655	474
267	474
267	474
267	474
267	474
267	474
267	474
267	474
316	474
316	474
316	474
316	474
298	474
298	474
298	474
298	474
298	474
298	474
298	474
315	474
315	474
315	474
315	474
314	474
314	474
314	474
314	474
315	474
315	474
315	474
315	474
315	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
286	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
331	474
331	474
331	474
331	474
331	474
480	474
480	474
480	474
480	474
480	474
480	474
480	474
480	474
480	474
480	474
266	474
266	474
266	474
266	474
434	474
434	474
430	474
430	474
430	474
430	474
430	474
354	474
354	474
354	474
354	474
354	474
354	474
354	474
474	474
474	474
474	474
474	474
266	474
266	474
266	474
266	474
345	474
345	474
345	474
345	474
296	474
296	474
296	474
296	474
296	474
386	474
386	474
386	474
386	474
223	474
223	474
841	474
841	474
316	474
316	474
316	474
474	474
474	474
474	474
240	474
240	474
240	474
300	450
300	450
300	450
281	474
281	474
281	474
281	474
281	474
355	474
355	474
355	474
355	474
355	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
314	474
648	474
306	474
306	474
306	474
316	474
316	474
266	474
317	474
473	474
315	474
355	474
355	474
316	474
355	474
316	474
316	474
266	474
316	474
316	474
316	474
316	474
316	474
355	474
367	474
367	474
316	474
711	474
710	474
379	474
355	474
355	474
355	474
355	474
710	474
309	474
322	474
711	474
647	474
443	474
316	474
266	474
663	474
338	474
355	474
498	474
296	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
315	474
316	474
296	474
316	474
632	474
316	474
632	474
706	474
338	474
632	474
250	474
250	474
250	474
250	474
250	474
640	468
311	474
316	474
266	474
253	450
253	450
253	450
253	450
253	450
320	474
320	474
320	474
320	474
355	474
355	474
355	474
355	474
316	474
316	474
496	474
355	474
355	474
355	474
355	474
355	474
296	474
296	474
296	474
355	474
711	474
248	474
316	474
225	300
225	300
474	474
316	474
712	474
474	474
632	474
316	474
317	474
317	474
317	474
317	474
266	474
316	474
316	474
474	474
474	474
367	270
266	474
319	474
319	474
266	474
316	474
316	474
248	474
248	474
266	474
266	474
355	474
355	474
296	474
296	474
266	474
266	474
296	474
296	474
296	474
296	474
355	474
355	474
266	474
266	474
316	474
316	474
266	474
266	474
266	474
266	474
343	474
343	474
355	474
355	474
296	474
296	474
355	474
355	474
315	474
315	474
711	474
711	474
315	474
315	474
266	474
266	474
353	474
353	474
355	474
355	474
474	474
474	474
633	474
633	474
296	474
296	474
266	474
266	474
265	474
265	474
296	474
296	474
296	474
296	474
296	474
296	474
474	474
474	474
474	474
474	474
266	474
266	474
316	474
316	474
311	474
311	474
270	450
270	450
266	474
266	474
343	474
343	474
296	474
296	474
287	460
287	460
355	474
355	474
266	474
266	474
248	474
248	474
329	474
329	474
296	474
296	474
468	474
468	474
296	474
296	474
315	474
315	474
357	474
357	474
357	474
592	474
592	474
296	474
296	474
247	474
247	474
333	474
333	474
266	474
266	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
268	474
268	474
268	474
268	474
268	474
268	474
268	474
268	474
268	474
390	468
390	468
390	468
390	468
390	468
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
592	474
313	474
313	474
313	474
313	474
365	474
365	474
365	474
365	474
365	474
365	474
365	474
365	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
474	474
267	474
267	474
267	474
267	474
267	474
366	474
366	474
366	474
366	474
316	474
316	474
316	474
316	474
246	474
246	474
246	474
246	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
293	474
293	474
293	474
293	474
293	474
293	474
360	474
360	474
360	474
360	474
360	474
360	474
313	474
313	474
313	474
445	474
445	474
445	474
445	474
339	474
339	474
339	474
339	474
339	474
339	474
339	474
339	474
355	474
355	474
355	474
260	474
260	474
260	474
260	474
260	474
268	474
268	474
268	474
247	474
247	474
247	474
675	474
675	474
306	460
306	460
318	474
318	474
499	474
499	474
355	474
355	474
266	474
266	474
266	474
480	474
355	474
355	474
307	474
307	474
330	474
330	474
314	474
314	474
306	474
306	474
355	474
355	474
855	474
855	474
248	474
248	474
248	474
248	474
474	474
474	474
265	470
265	470
648	474
648	474
355	474
355	474
409	450
409	450
355	474
570	474
484	474
266	474
266	474
316	474
317	474
317	474
312	474
312	474
312	474
316	474
316	474
603	474
603	474
603	474
603	474
603	474
603	474
309	474
309	474
309	474
354	474
354	474
711	474
355	474
355	474
355	474
316	474
379	474
379	474
379	474
266	474
266	474
266	474
631	474
266	474
632	474
296	474
296	474
315	474
315	474
187	333
187	333
712	474
266	474
670	474
670	474
315	474
315	474
543	474
543	474
316	474
284	474
316	474
622	474
622	474
622	474
266	474
266	474
266	474
315	474
266	474
336	474
315	474
315	474
632	474
379	474
266	474
316	474
316	474
266	474
266	474
266	474
266	474
315	474
339	474
339	474
339	474
339	474
315	474
355	474
355	474
355	474
355	474
355	474
355	474
355	474
710	474
315	474
314	474
474	474
474	474
413	474
321	474
475	474
248	474
474	474
316	474
316	474
355	474
311	474
311	474
266	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
237	474
237	474
237	474
237	474
237	474
266	474
357	474
357	474
355	474
355	474
355	474
327	474
315	474
315	474
315	474
315	474
315	474
474	474
266	474
328	474
355	474
355	474
424	474
424	474
379	474
379	474
379	474
314	474
266	474
266	474
265	474
484	474
484	474
266	474
631	474
266	474
355	474
266	474
266	474
266	474
266	474
266	474
266	474
266	474
266	474
266	474
330	474
330	474
266	474
266	474
632	474
328	474
328	474
328	474
328	474
328	474
328	474
328	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
339	474
339	474
339	474
339	474
326	474
326	474
326	474
326	474
326	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
293	474
293	474
293	474
293	474
293	474
237	474
237	474
237	474
237	474
237	474
315	474
315	474
315	474
355	474
355	474
355	474
355	474
355	474
355	474
314	474
314	474
314	474
314	474
314	474
314	474
314	474
314	474
256	474
256	474
256	474
256	474
256	474
256	474
256	474
256	474
256	474
256	474
256	474
256	474
256	474
237	474
237	474
237	474
237	474
237	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
318	474
318	474
318	474
318	474
265	474
265	474
265	474
265	474
265	474
265	474
265	474
265	474
266	474
266	474
266	474
266	474
266	474
266	474
266	474
266	474
363	474
363	474
363	474
363	474
363	474
363	474
299	474
299	474
299	474
299	474
299	474
299	474
299	474
248	474
248	474
292	474
292	474
292	474
292	474
292	474
292	474
292	474
266	474
266	474
266	474
266	474
266	474
266	474
266	474
266	474
387	474
387	474
387	474
296	474
296	474
296	474
296	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
266	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
315	474
331	474
331	474
331	474
331	474
331	474
266	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
318	474
315	474
315	474
315	474
315	474
315	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
322	474
300	474
300	474
300	474
300	474
300	474
300	474
300	474
316	474
316	474
316	474
316	474
316	474
316	474
316	474
266	474
266	474
